FIELDNAME,LANGUAGE,TEXT
SICHT,D,Anwend.Sicht
SICHT_1,D,Anwend.Sicht
SICHT,E,Org.area
SICHT_1,E,Org.area
SICHT,S,Vista aplic.
SICHT_1,S,Vista aplic.
STATU_2,D,Status
STATU_2,E,Status
STATU_2,S,Status
VDATU,D,Geändert am
VDATU,E,Changed on
VDATU,S,Modificado el
VERSD,D,Versionsdatum
VERSD,E,Version date
VERSD,S,Fecha versión
VERSI,D,Versionsnummer
VERSI,E,Version Number
VERSI,S,Número versión
VERWE,D,Verwendung
VERWE,E,Usage
VERWE,S,Utilización
VNAME,D,Geändert von
VNAME,E,Changed by
VNAME,S,Modificado por
VONDT,D,Gültig ab
VONDT,E,Valid From
VONDT,S,Válido de
VWPLA,D,in Arb.Plan
VWPLA,E,In task lists
VWPLA,S,En hoja de ruta
VWSTL,D,in Stückl.erl.
VWSTL,E,Allowed in BOMs
VWSTL,S,Perm en lst-mat
WWSKZ,D,WWS-Klass.typ
WWSKZ,E,MMS class type
WWSKZ,S,Tipo-cls.-SIG
WWSSI,D,WWS-Sicht
WWSSI,E,MMS view
WWSSI,S,Vista-SGM
FKTAR,D,Funktionsart
FKTAR,E,Function type
FKTAR,S,Clase función
TXTBZ,D,Bezeichnung
TXTBZ,E,Description
TXTBZ,S,Denominación
TXTID,D,Text-Id
TXTID,E,Text ID
TXTID,S,ID texto
/VSO/R_DPOINT,D,SAbladestelle
/VSO/R_DPOINT,E,CollUnloadPoint
/VSO/R_DPOINT,S,Pto.desc.colec.
/VSO/R_I_NO_LYR,D,Anz Lagen ZwPal
/VSO/R_I_NO_LYR,E,No.Layers InPal
/VSO/R_I_NO_LYR,S,CtdCpaPalInt
/VSO/R_LOAD_PREF,D,V/H-Präferenz
/VSO/R_LOAD_PREF,E,F/B Preference
/VSO/R_LOAD_PREF,S,Pref.ant./post.
/VSO/R_MATPAL,D,PKM des Kunden
/VSO/R_MATPAL,E,PKM of Custom.
/VSO/R_MATPAL,S,ME de cliente
/VSO/R_ONE_MAT,D,materialrein
/VSO/R_ONE_MAT,E,Material-Spec.
/VSO/R_ONE_MAT,S,Material único
/VSO/R_ONE_SORT,D,PckStTyprein
/VSO/R_ONE_SORT,E,Pack PckType
/VSO/R_ONE_SORT,S,Tp.bulto único
/VSO/R_PAL_UL,D,LE PKM
/VSO/R_PAL_UL,E,PKM Length Unit
/VSO/R_PAL_UL,S,UnLongMatEmb
/VSO/R_PALHGT,D,max. StellHöhe
/VSO/R_PALHGT_DISP,D,max. StellHöhe
/VSO/R_PALHGT,E,Max. Stack Hght
/VSO/R_PALHGT_DISP,E,Max. Stack Hght
/VSO/R_PALHGT,S,Altura emb.máx.
/VSO/R_PALHGT_DISP,S,Altura emb.máx.
/VSO/R_PK_MAT,D,kundenrein
/VSO/R_PK_MAT,E,CustomerRelated
/VSO/R_PK_MAT,S,cliente único
/VSO/R_ULD_SIDE,D,Seitenpräferenz
/VSO/R_ULD_SIDE,E,Side Preference
/VSO/R_ULD_SIDE,S,Pref.lateral
ABRVW,D,Verwendung
ABRVW,E,Usage
ABRVW,S,Utilización
AUFSD,D,Auftragssperre
AUFSD,E,Order block
AUFSD,S,Bloqueo pedido
BAHNE,D,Expressbahnhof
BAHNE,E,Express station
BAHNE,S,EstacFerrocExpr
BRAN1,D,Branchencode 1
BRAN1,E,Industry Code 1
BRAN1,S,Código ramo 1
BRAN2,D,Branchencode 2
BRAN2,E,Industry code 2
BRAN2,S,Código ramo 2
BRAN3,D,Branchencode 3
BRAN3,E,Industry code 3
BRAN3,S,Código ramo 3
BRAN4,D,Branchencode 4
BRAN4,E,Industry code 4
BRAN4,S,Código ramo 4
BRAN5,D,Branchencode 5
BRAN5,E,Industry code 5
BRAN5,S,Código ramo 5
CASSD,D,Kontaktsperre
CASSD,E,Sales block
CASSD,S,Bloq.contacto
CCC01,D,Chem.Bio.Krieg.
CCC01,E,Biochem.warfare
CCC01,S,Armas Q/B
CCC02,D,Nukl.NWGabe
CCC02,E,Nucl.nonprolif.
CCC02,S,No ProlTecnNucl
CCC03,D,Nat. Sicherheit
CCC03,E,Natl.security
CCC03,S,Segur.nacional
CCC04,D,Raketentechnlg.
CCC04,E,Missile techn.
CCC04,S,Tecnol.misiles
CFOPC,D,CFOP Kategorie
CFOPC,E,CFOP Category
CFOPC,S,Categoría CFOP
CITYC,D,City-Code
CITYC,E,City code
CITYC,S,Código municip.
CIVVE,D,Ziv. Verwendung
CIVVE,E,Non-milit. use
CIVVE,S,Utiliz. civil
COUNC,D,County Code
COUNC,E,County Code
COUNC,S,Código condado
DEAR1,D,Wettbewerber
DEAR1,E,Competitors
DEAR1,S,Competencia
DEAR2,D,VertPartner
DEAR2,E,Sales partner
DEAR2,S,Interloc.ventas
DEAR3,D,Interessent
DEAR3,E,Prospect
DEAR3,S,Interesado
DEAR4,D,Sortimentskunde
DEAR4,E,Cust.type 4
DEAR4,S,Clte.ref.surt.
DEAR5,D,Default-AG
DEAR5,E,Default SP
DEAR5,S,Solic.por def.
DEAR6,D,Konsument
DEAR6,E,Consumer
DEAR6,S,Consumidor fin.
DUNS,E,DUNS Number
DUNS,S,DUNS Number
DUNS4,E,DUNS+4
DUNS4,S,DUNS+4
EKONT,D,Erstkontakt
EKONT,E,Initial contact
EKONT,S,Primer contacto
ETIKG,D,EtiKundenGrp
ETIKG,E,Lab.cust. group
ETIKG,S,Etiq.gr.cliente
EXABL,D,Abladestellen
EXABL,E,Unloading pts
EXABL,S,Pto.descarga
FAKSD,D,Fakturasperre
FAKSD,E,Billing block
FAKSD,S,Bloqueo factura
FEE_SCHEDULE,E,Fee Schedule
GFORM,D,Geschäftsform
GFORM,E,Legal status
GFORM,S,Status jurídico
HZUOR,D,HierZuordnung
HZUOR,E,Hier.assignment
HZUOR,S,Asign.jerarquía
INSPATDEBI,D,Nach Ausliefg.
INSPATDEBI,E,After delivery
INSPATDEBI,S,Tras entrega
INSPBYDEBI,D,Durch Kunde
INSPBYDEBI,E,By customer
INSPBYDEBI,S,Por parte clte.
JMJAH,D,Jahr für Mita.
JMJAH,E,Year
JMJAH,S,Año empleados
JMZAH,D,Mitarbeiter
JMZAH,E,Employee
JMZAH,S,Empleados
KATR1,D,Attribut 1
KATR1,E,Attribute 1
KATR1,S,Atributo 1
KATR10,D,Attribut 10
KATR10,E,Attribute 10
KATR10,S,Atributo 10
KATR2,D,Attribut 2
KATR2,E,Attribute 2
KATR2,S,Atributo 2
KATR3,D,Attribut 3
KATR3,E,Attribute 3
KATR3,S,Atributo 3
KATR4,D,Attribut 4
KATR4,E,Attribute 4
KATR4,S,Atributo 4
KATR5,D,Attribut 5
KATR5,E,Attribute 5
KATR5,S,Atributo 5
KATR6,D,Attribut 6
KATR6,E,Attribute 6
KATR6,S,Atributo 6
KATR7,D,Attribut 7
KATR7,E,Attribute 7
KATR7,S,Atributo 7
KATR8,D,Attribut 8
KATR8,E,Attribute 8
KATR8,S,Atributo 8
KATR9,D,Attribut 9
KATR9,E,Attribute 9
KATR9,S,Atributo 9
KDKG1,D,KonditionsGrp 1
KDKG1,E,Condition grp 1
KDKG1,S,Gr.condiciones1
KDKG2,D,KonditionsGrp 2
KDKG2,E,Condition grp 2
KDKG2,S,Gr.condiciones2
KDKG3,D,KonditionsGrp 3
KDKG3,E,Condition grp 3
KDKG3,S,Gr.condiciones3
KDKG4,D,KonditionsGrp 4
KDKG4,E,Condition grp 4
KDKG4,S,Gr.condiciones4
KDKG5,D,KonditionsGrp 5
KDKG5,E,Condition grp 5
KDKG5,S,Gr.condiciones5
KNAZK,D,Arbeitszeiten
KNAZK,E,Working times
KNAZK,S,HorariosTrabajo
KNRZA,D,Abweich.Regul.
KNRZA,E,Alternat.payer
KNRZA,S,Pagador alter.
KNURL,D,URL
KNURL,E,URL
KNURL,S,URL
KTOCD,D,RefKontengruppe
KTOCD,E,Ref.acct group
KTOCD,S,RefGrupoCuentas
KTOKD,D,Kontengruppe
KTOKD,E,Account group
KTOKD,S,Grupo cuentas
KUKLA,D,Kundenklasse
KUKLA,E,Customer class.
KUKLA,S,Clase cliente
KUNNR_1,D,Debitor
KUNNR_1,E,Customer
KUNNR_1,S,Cliente
LIFSD,D,Liefersperre
LIFSD,E,Delivery block
LIFSD,S,Bloqueo entrega
LOCCO,D,Location Code
LOCCO,E,Location code
LOCCO,S,Cód.localiz.
MILVE,D,Mil. Verwendung
MILVE,E,Military use
MILVE,S,Utiliz. militar
NIELS,D,Nielsenbezirk
NIELS,E,Nielsen ID
NIELS,S,Distrit.Nielsen
PERIV,D,GJahresvariante
PERIV,E,Fi.Year Variant
PERIV,S,Var.ejercicio
PSOO1,D,Beschreibng
PSOO1,E,Description
PSOO1,S,Descripción
PSOO2,D,Beschreibng
PSOO2,E,Description
PSOO2,S,Descripción
PSOO3,D,Beschreibng
PSOO3,E,Description
PSOO3,S,Descripción
PSOO4,D,Beschreibng
PSOO4,E,Description
PSOO4,S,Descripción
PSOO5,D,Beschreibng
PSOO5,E,Description
PSOO5,S,Descripción
RPMKR,D,Region. Markt
RPMKR,E,Regional Market
RPMKR,S,Mercad.regional
SUFRAMA,D,Suframa-Code
SUFRAMA,E,Suframa Code
TXLW1,D,Gesetz ICMS
TXLW1,E,ICMS law
TXLW1,S,Ley ICMS
TXLW2,D,Gesetz IPI
TXLW2,E,IPI law
TXLW2,S,Ley IPI
UMJAH,D,Umsatzjahr
UMJAH,E,Sales year
UMJAH,S,Año vol.negoc.
UMSA1,D,Jahresumsatz
UMSA1,E,Annual sales
UMSA1,S,Vol.neg.anual
UMSAT,D,Jahresumsatz
UMSAT,E,Annual sales
UMSAT,S,Vol.neg.anual
UWAER,D,Währung
UWAER,E,Currency
UWAER,S,Moneda
VBUND_1,D,PartnGesellsch
VBUND_1,E,Trading Partner
VBUND_1,S,Soc.GL asociada
XICMS,D,ICMS befreit
XICMS,E,ICMS-exempt
XICMS,S,Exento de ICMS
XKNZA,D,AbwReg im Beleg
XKNZA,E,Alt.payer(doc.)
XKNZA,S,Pag.alt.en doc.
XSUBT,D,SubTrib Gruppe
XSUBT,E,SubTrib group
XSUBT,S,Grupo SubTrib
XXIPI,D,IPI befreit
XXIPI,E,IPI-exempt
XXIPI,S,Exento de IPI
AD_HASH,D,E-Mail für Avis
AD_HASH,E,E-Mail for Avis
AD_HASH,S,E-mail para aviso
AKONT,D,Abstimmkonto
AKONT,E,Recon. account
AKONT,S,Cuenta asociada
ALTKN,D,Alte Kontonr.
ALTKN,E,Prev.acct no.
ALTKN,S,Nº cta.anterior
AVSND,D,Avis per XML
AVSND,E,PmtAdv. XML
AVSND,S,Aviso por XML
BEGRU_1,D,Berechtigung
BEGRU_1,E,Authorization
BEGRU_1,S,Autorización
CIIUCODE,D,Wirt. Haupttätigkeit
CIIUCODE,E,main economic act.
CIIUCODE,S,Activ.económ.pral.
CONFS_1,D,BestätSt(BuKr)
CONFS_1,E,ConfirmSt (CCd)
CONFS_1,S,St.conf.(soc.)
CVP_XBLCK_B,D,Kn erfül. GeschZweck
CVP_XBLCK_B,E,PurposeComplete Flag
CVP_XBLCK_B,S,Ind.obj.empr.cumpl.
EIKTO,D,Konto b.Debi.
EIKTO,E,Acct at cust.
EIKTO,S,Cta.en deudor
EKVBD,D,Einkaufsverband
EKVBD,E,Buying Group
EKVBD,S,Central compras
FRGRP,D,Freigabegruppe
FRGRP,E,Release group
FRGRP,S,Gr.liberación
GMVKZD,D,Vollstreckung
GMVKZD,E,Execution
GMVKZD,S,Ejecución
GRIDT,D,Verteilungsart
GRIDT,E,Distr. Type
GRIDT,S,Clase distrib.
GUZTE,D,ZahlBed Gutschr
GUZTE,E,Cr memo terms
GUZTE,S,Cond.pago abono
INTAD,D,Internet Sachb.
INTAD,E,Clrk's internet
INTAD,S,Internet resp.
KNRZB,D,Abweich.Regul.
KNRZB,E,Alternat.payer
KNRZB,S,Pagador alter.
KNRZE,D,Zentrale
KNRZE,E,Head office
KNRZE,S,Central
KULTG,D,Dauer Schckrlf.
KULTG,E,Chk cashng time
KULTG,S,Días cobro
KVERM,D,Kontovermerk
KVERM,E,Account memo
KVERM,S,Nota interior
LOCKB,D,Lockbox
LOCKB,E,Lockbox
LOCKB,S,Lockbox
LOEVM_1,D,Löschvorm. BuKr
LOEVM_1,E,Co.cde deletion flag
LOEVM_1,S,Petic.borrado soc.
MGRUP,D,GruppierSchl
MGRUP,E,Grouping key
MGRUP,S,Clave agrup.
NODEL_1,D,LöschSp. BuKr
NODEL_1,E,CoCd del.block
NODEL_1,S,Bloq.borr.soc.
QLAND,D,Qst.Land
QLAND,E,Country
QLAND,S,País retención
REMIT,D,Nächst.Zempfg.
REMIT,E,Next payee
REMIT,S,RPgo. más próx.
SPERR_1,D,BuSperre BuKr
SPERR_1,E,Co.code post.block
SPERR_1,S,Bloq.contab.p.soc.
SREGL,D,Selektionsregel
SREGL,E,Selection rule
SREGL,S,Regla selección
TLFNS,D,Telefon Sachb.
TLFNS,E,Act.clk tel.no.
TLFNS,S,Tel.responsable
TLFXS,D,Telefax Sachb.
TLFXS,E,Clerk's fax
TLFXS,S,Telefax encarg.
UPDAT_1,D,BestätDatum
UPDAT_1,E,Confirm.date
UPDAT_1,S,Fe.confirmac.
UPTIM_1,D,BestätZeit
UPTIM_1,E,Confirm.time
UPTIM_1,S,Hora confirmac.
URLID,D,Urlaubsvereinb.
URLID,E,Known/neg.leave
URLID,S,Acuerdo vacac.
VERDT,D,Gültig bis
VERDT,E,Valid To
VERDT,S,Validez a
VLIBB,D,Versich.Summe
VLIBB,E,Amount insured
VLIBB,S,Valor aseg.
VRBKZ,D,Instituts-Nr.
VRBKZ,E,Institution no.
VRBKZ,S,Nº entidad
VRSDG,D,DiffGrundums.
VRSDG,E,Rsn code conv.
VRSDG,S,Conv.orig.dif.
VRSNR,D,Vertrags-Nr.
VRSNR,E,Policy no.
VRSNR,S,Nº contrato
VRSPR,D,Selbstbeteilg.
VRSPR,E,Deductible
VRSPR,S,Participación
VRSZL,D,Ziel-Monate
VRSZL,E,Lead months
VRSZL,S,Meses cobert.
WAKON,D,Wechselsp.Bed.
WAKON,E,B/e chrges trms
WAKON,S,Cond.gasto Efc.
WBRSL,D,Wertber.schl.
WBRSL,E,Value adjust.
WBRSL,S,Clv.amo acum.
WEBTR,D,Wechsellimit
WEBTR,E,B/exch.limit
WEBTR,S,Límite efectos
XAUSZ,D,Kontoauszug
XAUSZ,E,Acct statement
XAUSZ,S,Extracto
XDEZV,D,Dezentr.Verarb.
XDEZV,E,Local process.
XDEZV,S,Trat. no centr.
XEDIP,D,Avis per EDI
XEDIP,E,Pmt adv. by EDI
XEDIP,S,Aviso vía EDI
XKNZB,D,AbwReg im Beleg
XKNZB,E,Alt.payer(doc.)
XKNZB,S,Pag.alt.en doc.
XPORE,D,Einzelzahlung
XPORE,E,Individual pmnt
XPORE,S,Pago único
XVERR,D,Verr.mit Kred.
XVERR,E,Clrg with vend.
XVERR,S,Comp.c/acreedor
XZVER,D,Aufz. Zahlverh.
XZVER,E,Rec.pmnt hist.
XZVER,S,Historial pago
ZAHLS,D,Zahl.sperre
ZAHLS,E,Payment block
ZAHLS,S,Bloqueo pago
ZAMIB,D,Buchhaltung
ZAMIB,E,Accounting
ZAMIB,S,Contab.financ.
ZAMIM,D,Debi.(mit AP)
ZAMIM,E,Cust.(with CI)
ZAMIM,S,Deudor (c/PC)
ZAMIO,D,Debi.(ohne AP)
ZAMIO,E,Cust.(w/o CI)
ZAMIO,S,Cliente (s/PC)
ZAMIR,D,Rechtsabteilg.
ZAMIR,E,Legal departmnt
ZAMIR,S,Dpto.jurídico
ZAMIV,D,Vertrieb
ZAMIV,E,Sales
ZAMIV,S,Comercial
ZGRUP,D,GruppierSchl
ZGRUP,E,Grouping key
ZGRUP,S,Clave agrup.
ZSABE,D,Sachb.b.Debi.
ZSABE,E,Customer user
ZSABE,S,Respons.deudor
ZWELS,D,Zahlwege
ZWELS,E,Payment methods
ZWELS,S,Vías pago
GMVDT,D,Gerichtl.Mahn.
GMVDT,E,Leg.dunn.proc.
GMVDT,S,Reclam.judicial
KNRMA,D,Mahnempfänger
KNRMA,E,Dunn.recipient
KNRMA,S,Receptor recl.
MAHNA,D,Mahnverfahren
MAHNA,E,Dunn.Procedure
MAHNA,S,Proced.reclam.
MAHNS,D,Mahnstufe
MAHNS,E,Dunning level
MAHNS,S,Nivel reclam.
BANKL,D,Bankschlüssel
BANKL,E,Bank Key
BANKL,S,Clave de banco
BANKN,D,Bankkonto
BANKN,E,Bank Account
BANKN,S,Cuenta bancaria
BANKS,D,Bankland
BANKS,E,Bank Country
BANKS,S,País banco
BKONT,D,Kontrollschl.
BKONT,E,Control key
BKONT,S,Clv.ctrl.bancos
BKREF,D,Referenz
BKREF,E,Reference
BKREF,S,Referencia
EBPP_ACCNAME,D,Kontobez.
EBPP_ACCNAME,E,Account Name
EBPP_ACCNAME,S,Denomin.cuenta
EBPP_BVSTATUS,D,Status BV EBPP
EBPP_BVSTATUS,E,Status Bk Det.
EBPP_BVSTATUS,S,StatDatBan EBPP
KOBIS,D,GültigBis
KOBIS,E,Eff.to
KOBIS,S,Vál.hasta
KOINH,D,Kontoinhaber
KOINH,E,Account holder
KOINH,S,Titular cuenta
KOVON,D,Gültig ab
KOVON,E,Valid from
KOVON,S,Válido de
XEZER,D,Einzugserm.
XEZER,E,Collect.author.
XEZER,S,Autoriz.domic.
WITHT,D,Quellensteuertyp
WITHT,E,Withhld tax type
WITHT,S,Tipo retenciones
WT_AGENT,D,qst.abzugsberechtigt
WT_AGENT,E,With/tax agent
WT_AGENT,S,Autor.a autorreten.
WT_AGTDF,D,abzugsberechtigt ab
WT_AGTDF,E,W/tax obligated frm
WT_AGTDF,S,autoriz.p.reten.de
WT_AGTDT,D,abzugsberechtigt bis
WT_AGTDT,E,Oblig.to w/tax until
WT_AGTDT,S,autoriz.reten.hasta
WT_EXDF,D,befreit ab
WT_EXDF,E,exempt from
WT_EXDF,S,Exento dsd.
WT_EXDT,D,befreit bis
WT_EXDT,E,Exempt To
WT_EXDT,S,Exento hasta
WT_EXNR,D,Befreiungsnummer
WT_EXNR,E,Exemption number
WT_EXNR,S,Nº de exención
WT_EXRT,D,Befreiungssatz
WT_EXRT,E,Exemption rate
WT_EXRT,S,Tipo exención
WT_WITHCD,D,QSt.Kennzeichen
WT_WITHCD,E,W/tax code
WT_WITHCD,S,Indicador ret.
WT_WTEXRS,D,Befreiungsgrund
WT_WTEXRS,E,Exemption reas.
WT_WTEXRS,S,Motivo exención
WT_WTSTCD,D,Qst.Nummer
WT_WTSTCD,E,W/tax number
WT_WTSTCD,S,NIF
BABZG,D,Ber. Abzüge
BABZG,E,Author.deduct.
BABZG,S,Deduc.c/dcho.
ERDAT_2,D,Angelegt am
ERDAT_2,E,Created on
ERDAT_2,S,Creado el
KUMAG,D,Ausgl.Betrag
KUMAG,E,Clearing amount
KUMAG,S,Impte.compens.
KUNNR_2,D,Debitor
KUNNR_2,E,Customer
KUNNR_2,S,Cliente
KZINS,D,Kum. Zinszahl
KZINS,E,Acc.int.calc.nm
KZINS,S,Cifra int.acum.
UABZG,D,Unber. Abzüge
UABZG,E,Unauthor.deduc.
UABZG,S,Deduc.s/dcho.
UM01H,D,Haben
UM01H,E,Credit
UM01H,S,Haber
UM01S,D,Soll
UM01S,E,Debit
UM01S,S,Debe
UM01U,D,Umsatz
UM01U,E,Sales
UM01U,S,Volumen de negocios
UM02H,D,Haben
UM02H,E,Credit
UM02H,S,Haber
UM02S,D,Soll
UM02S,E,Debit
UM02S,S,Debe
UM02U,D,Umsatz
UM02U,E,Sales
UM02U,S,Volumen de negocios
UM03H,D,Haben
UM03H,E,Credit
UM03H,S,Haber
UM03S,D,Soll
UM03S,E,Debit
UM03S,S,Debe
UM03U,D,Umsatz
UM03U,E,Sales
UM03U,S,Volumen de negocios
UM04H,D,Haben
UM04H,E,Credit
UM04H,S,Haber
UM04S,D,Soll
UM04S,E,Debit
UM04S,S,Debe
UM04U,D,Umsatz
UM04U,E,Sales
UM04U,S,Volumen de negocios
UM05H,D,Haben
UM05H,E,Credit
UM05H,S,Haber
UM05S,D,Soll
UM05S,E,Debit
UM05S,S,Debe
UM05U,D,Umsatz
UM05U,E,Sales
UM05U,S,Volumen de negocios
UM06H,D,Haben
UM06H,E,Credit
UM06H,S,Haber
UM06S,D,Soll
UM06S,E,Debit
UM06S,S,Debe
UM06U,D,Umsatz
UM06U,E,Sales
UM06U,S,Volumen de negocios
UM07H,D,Haben
UM07H,E,Credit
UM07H,S,Haber
UM07S,D,Soll
UM07S,E,Debit
UM07S,S,Debe
UM07U,D,Umsatz
UM07U,E,Sales
UM07U,S,Volumen de negocios
UM08H,D,Haben
UM08H,E,Credit
UM08H,S,Haber
UM08S,D,Soll
UM08S,E,Debit
UM08S,S,Debe
UM08U,D,Umsatz
UM08U,E,Sales
UM08U,S,Volumen de negocios
UM09H,D,Haben
UM09H,E,Credit
UM09H,S,Haber
UM09S,D,Soll
UM09S,E,Debit
UM09S,S,Debe
UM09U,D,Umsatz
UM09U,E,Sales
UM09U,S,Volumen de negocios
UM10H,D,Haben
UM10H,E,Credit
UM10H,S,Haber
UM10S,D,Soll
UM10S,E,Debit
UM10S,S,Debe
UM10U,D,Umsatz
UM10U,E,Sales
UM10U,S,Volumen de negocios
UM11H,D,Haben
UM11H,E,Credit
UM11H,S,Haber
UM11S,D,Soll
UM11S,E,Debit
UM11S,S,Debe
UM11U,D,Umsatz
UM11U,E,Sales
UM11U,S,Volumen de negocios
UM12H,D,Haben
UM12H,E,Credit
UM12H,S,Haber
UM12S,D,Soll
UM12S,E,Debit
UM12S,S,Debe
UM12U,D,Umsatz
UM12U,E,Sales
UM12U,S,Volumen de negocios
UM13H,D,Haben
UM13H,E,Credit
UM13H,S,Haber
UM13S,D,Soll
UM13S,E,Debit
UM13S,S,Debe
UM13U,D,Umsatz
UM13U,E,Sales
UM13U,S,Volumen de negocios
UM14H,D,Haben
UM14H,E,Credit
UM14H,S,Haber
UM14S,D,Soll
UM14S,E,Debit
UM14S,S,Debe
UM14U,D,Umsatz
UM14U,E,Sales
UM14U,S,Volumen de negocios
UM15H,D,Haben
UM15H,E,Credit
UM15H,S,Haber
UM15S,D,Soll
UM15S,E,Debit
UM15S,S,Debe
UM15U,D,Umsatz
UM15U,E,Sales
UM15U,S,Volumen de negocios
UM16H,D,Haben
UM16H,E,Credit
UM16H,S,Haber
UM16S,D,Soll
UM16S,E,Debit
UM16S,S,Debe
UM16U,D,Umsatz
UM16U,E,Sales
UM16U,S,Volumen de negocios
UMSAV,D,Saldovortrag
UMSAV,E,Bal.Carried Fwd
UMSAV,S,Arrast.saldos
HABNL,D,Haben laufendes Jahr
HABNL,E,Current year credits
HABNL,S,Haber ejercicio act.
SALDV,D,Saldovortrag
SALDV,E,Bal.Carried Fwd
SALDV,S,Arrastre saldos
SHBKZ,D,Sonderhauptb.Kz
SHBKZ,E,Special G/L ind
SHBKZ,S,Indicador CME
SOLLL,D,Soll laufendes Jahr
SOLLL,E,Current year debits
SOLLL,S,Debe ejerc.en curso
DLAUS,D,Letz.Auskunft
DLAUS,E,Last gen.info
DLAUS,S,Últ.info
KLIME,D,Einzellimit
KLIME,E,Individ.limit
KLIME,S,Límite indiv.
KLIMG,D,Gesamtlimit
KLIMG,E,Total limit
KLIMG,S,Límite total
CASHA,D,Letzte Zahlung
CASHA,E,Last payment
CASHA,S,Último pago
CASHC,D,Währung
CASHC,E,Currency
CASHC,S,Moneda
CASHD,D,Letzte Zahlung
CASHD,E,Last payment
CASHD,S,Último pago
CRBLB,D,Gesperrt
CRBLB,E,Blocked
CRBLB,S,Bloqueado
DBEKR,D,Empf. Kredit
DBEKR,E,Recmd.Cred.Lim.
DBEKR,S,Crédito recom.
DBMON,D,Monitoring
DBMON,E,Monitoring
DBMON,S,Monitoring
DBPAY,D,Zahlungsindex
DBPAY,E,Payment index
DBPAY,S,Índice de pago
DBRAT,D,D&B-Rating
DBRAT,E,D&B rating
DBRAT,S,Rating D&B
DBRTG,D,Rating
DBRTG,E,Rating
DBRTG,S,Calif.creditic.
DBWAE,D,Währung
DBWAE,E,Currency
DBWAE,S,Moneda
DTREV,D,Ltz.int.Prüfung
DTREV,E,Last int.review
DTREV,S,Últ.rev.int.
KDGRP,D,Kundengruppe
KDGRP,E,Customer group
KDGRP,S,Grupo clientes
NXTRV,D,Nächste Prüfung
NXTRV,E,Next int.review
NXTRV,S,Próxima verif.
PAYDB,D,D&B-Indikator
PAYDB,E,D&B indicator
PAYDB,S,Indicador D&B
SBDAT,D,Vorlagedatum
SBDAT,E,Referen.date
SBDAT,S,Fe.presentación
SKFOR,D,Forderungen
SKFOR,E,Receivables
SKFOR,S,Créditos
SSOBL,D,Sonderobligo
SSOBL,E,Special liabil.
SSOBL,S,Compromet.esp.
UEDAT,D,Überschritten
UEDAT,E,Exceeded
UEDAT,S,Excedido el
XCHNG,D,Kennzeichen: Kreditlimit muß neu aufgebaut werden
XCHNG,E,Indicator: credit limit must be recreated
XCHNG,S,Indicador: El límite de crédito debe reestructurarse
ALAND,D,Land
ALAND,E,Country
ALAND,S,País
TATYP,D,Steuertyp
TATYP,E,Tax category
TATYP,S,Tipo impuesto
TAXKD,D,Steuerklass.
TAXKD,E,Tax classific.
TAXKD,S,Clasific.fiscal
DEFPA,D,Defaultpartner
DEFPA,E,Default Partner
DEFPA,S,Interl. p. def.
KNREF,D,Partnerbez.
KNREF,E,Partner Desc.
KNREF,S,Denom.interloc.
KUNN2,D,Kunde
KUNN2,E,Customer
KUNN2,S,Cliente
PARNR,D,Ansprechpartner
PARNR,E,Contact Person
PARNR,S,Pers.contacto
PARVW,D,Partnerrolle
PARVW,E,Partner Functn
PARVW,S,Func.interloc.
PARZA,D,Partnerzähler
PARZA,E,Partner counter
PARZA,S,Contad.inteloc.
/BEV1/EMLGFORTS,D,LG-Fortschr.aus
/BEV1/EMLGFORTS,E,Emp.Update Off
/BEV1/EMLGFORTS,S,Actual.env.off
/BEV1/EMLGPFAND,D,LG-Bepf. aus
/BEV1/EMLGPFAND,E,Empts Depos. fr
/BEV1/EMLGPFAND,S,Depós.env.off
AGREL,D,Agenturgesch.
AGREL,E,Agency business
AGREL,S,Operac.agencia
AUFSD_1,D,AufSperre VtBer
AUFSD_1,E,Ord.blk:sls ar.
AUFSD_1,S,BloqPedÁreaVtas
BEGRU_2,D,BerechtGruppe
BEGRU_2,E,AuthorizGroup
BEGRU_2,S,Grupo autoriz.
BOIDT,D,Bonusindex
BOIDT,E,Rebate index
BOIDT,S,Índice rappel
BOKRE,D,Bonus
BOKRE,E,Rebate
BOKRE,S,Rappel
CARRIER_NOTIF,D,Nachr. Frachtführer
CARRIER_NOTIF,E,Carrier Notification
CARRIER_NOTIF,S,Mje.transportista
CASSD_1,D,KonSperre VtBer
CASSD_1,E,Sales block
CASSD_1,S,Bloq.cont.vtas.
CVP_XBLCK_V,D,Kn erfül. GeschZweck
CVP_XBLCK_V,E,PurposeComplete Flag
CVP_XBLCK_V,S,Ind.obj.empr.cumpl.
EIKTO_1,D,Konto b.Debitor
EIKTO_1,E,Acct at cust.
EIKTO_1,S,Cta.en deudor
ERNAM_2,D,Angelegt von
ERNAM_2,E,Created by
ERNAM_2,S,Creado por
FAKSD_1,D,FakSperre VtBer
FAKSD_1,E,BBlock for SlsA
FAKSD_1,S,BlFactÁreaVtas
KABSS,D,Absicherung
KABSS,E,Paym.guar.proc.
KABSS,S,Garantías
KALKS,D,Kundenschema
KALKS,E,Cust.pric.proc.
KALKS,S,Esquema cliente
KLABC,D,ABC-Klasse
KLABC,E,ABC class
KLABC,S,Clase ABC
